@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
HUM,'Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics '
ENTY,'What is a fear of gravity '
LOC,'What city is found in the city of OZ '
NUM,'How hot should the oven be when making Peachy Oat Muffins '
DESC,'What is the meaning of  subaru  '
NUM,'How many people did Randy Craft kill '
DESC,'Why did the Shea & Gould law firm leave Los Angeles '
LOC,'Where must a soccer goalie stand to be permitted to handle the ball '
LOC,'What are the top 5 tallest buildings in the world '
ENTY,'What are the four most widely-used languages in North America '
DESC,'How does crosstalk relate to InSb thickness in infrared detectors '
DESC,'Where did the term fireplug come from '
NUM,'How many varieties of twins are there '
ENTY,'How do you say 2 in Latin '
ENTY,'What color is the cross on Switzerland s flag '
HUM,'What toy company is the world s No.1 maker of female apparel '
DESC,'What is a geoscientist '
DESC,'How do I find the balance of my social security account '
HUM,'Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez '
LOC,'Where was the first zoo in the U.S. '
LOC,'Where was Lincoln assassinated '
ENTY,'What did Englishman John Hawkins begin selling to New World colonists in 1562 '
LOC,'What Asian gulf were the destroyers Maddox and C Turner Joy shot up in '
LOC,'What is the capital of Seattle '
LOC,'What are the only two states that incorporate the Confederate battle flag in their flags '
DESC,'What is the origin of the city  Corpus Christi  '
HUM,'Name one of King Henry VIII s wives .'
HUM,'What were the last names of gangsters Bonnie and Clyde '
DESC,'What is Smartnet '
LOC,'Where is  Global Schoolhouse  '
DESC,'How does a rainbow form '
LOC,'What natural attractions draw the most visitors in the United States '
LOC,'Where was the Ligurian Republic '
DESC,'How can you get rust stains out of clothing '
DESC,'What motto ended Merrie Melodies cartoons '
ENTY,'What TV game show once saw a contestant admit to picking his toes in the shower '
NUM,'How many people died on D-Day '
NUM,'What day is August 13 '
HUM,'Who invented the road traffic cone '
HUM,'Who is reputed to be the greatest maker of violins '
HUM,'Who is the one Independent Member of Congress '
HUM,'What are the only players eligible to score points in Roller Derby called '
NUM,'What year did the Vietnam War end '
LOC,'In what nation is Edessa located nowadays '
HUM,'What pseudonym did William Sydney Porter use in writing The Gift of the Magi '
NUM,'On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus '
DESC,'How did the U.S. come into the possession of an empire in the wake of the Spanish-American War '
HUM,'What composer was awarded the Medal of Honor by Franklin D. Roosevelt '
ENTY,'What plants are found in an estuary '
DESC,'Why does sound travel quicker through water than air '
ENTY,'What was the name of the  Little Rascals  dog '
HUM,'What was Marilyn Monroe s real name '
NUM,'How many horses died during the civil war '
LOC,'Where does most of the marijuana entering the United States come from '
DESC,'What happened to Pompeii '
DESC,'What is amezaiku '
HUM,'Who starred with Charlie Chaplin in Modern Times and The Great Dictator '
ENTY,'What type of performer is Ileana Cotrubas '
ENTY,'Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right '
ENTY,'Which Kevin Costner movie involves the Sioux Indians '
NUM,'How many maids were milking '
ENTY,'What 1895 H.G. Wells novel was written under the title The Chronic Argonauts '
ENTY,'Name a product that controls the ripening of apples .'
NUM,'In what year was the first patent for the pull-tab opener on cans obtained '
DESC,'How is an executioner determined '
ENTY,'What are the wolverine habits '
HUM,'Who made the deodorant that claimed that it  actually builds up resistance to odor  '
HUM,'Which company claimed to be  the world s biggest toy store  '
DESC,'How does the chain of command work inside an US army Apache helicopter '
LOC,'What are the seven seas '
LOC,'Where was George Washington born '
HUM,'Who said '
LOC,'Where s the Bernini-Bristol Hotel '
DESC,'What do Caroll Baker '
ENTY,'What is the brand name of daminozide '
LOC,'What German city do Italians call The Monaco of Bavaria '
HUM,'Who was the Democratic nominee in the American presidential election '
DESC,'What is the origin of the word Ozymandias '
HUM,'Which college did Dikembe Mutombo play basketball for '
ENTY,'What phenomenon would you expect to read about in the monthly publication The Bigfoot News '
NUM,'What is the approximate population of Las Vegas '
HUM,'Who invented  The Muppets  '
LOC,'What is Answers.com s address '
DESC,'What is the cause of endangered species '
NUM,'What s the population of Mississippi '
LOC,'What states do not have state income tax '
NUM,'How much of the earth s surface is permanently frozen '
HUM,'What famous communist leader died in Mexico City '
LOC,'Where is McCarren Airport located '
DESC,'What is probability theory '
NUM,'What is the pig population of the world '
DESC,'What happens to the female body with lack of sleep and food '
HUM,'What ISPs exist in the Caribbean '
ENTY,'What s another name for aspartame '
ENTY,'What was Mark Johnson referring to when he said :  I still can t believe it- we beat the Russians  '
ENTY,'What cards are bullets '
ENTY,'Which airplane did Fawaz Younis hijack '
DESC,'How do you get bubblegum out of carpet '
HUM,'What is the first personal computer company '
ENTY,'What beer is  rockin  America  '
NUM,'What was the first minimum wage '
DESC,'Why do they call a hamburger a hamburger when there is no ham '
ABBR,'What does RCA stand for '
DESC,'What happened during the Blackhawk Indian war of 1832 '
HUM,'Who invented the radio '
HUM,'What was the man s name who was killed in a duel with Aaron Burr '
HUM,'Who was Ben Casey s boss '
NUM,'How many meters are in a mile '
DESC,'What is the origin of the candy cane at Christmas '
LOC,'What London street claims to be the world center for men s tailoring '
ENTY,'What is the only vegetable that starts with  z  '
DESC,'What is a tonne '
NUM,'How many states have a lottery '
NUM,'How many years old is Benny Carter '
HUM,'Name a band which was famous in the 1960 s .'
ENTY,'What CBS soap opera was interrupted by the bulletin of John F. Kennedy s assassination '
HUM,'Who stopped making diary entries on May 31 '
LOC,'What is the greatest hiking Web site '
NUM,'CNN s first broadcast occurred on what date '
HUM,'Who did Dita Beard work for '
NUM,'How many engines does a Boeing 737 have '
ENTY,'What is a fear of stings '
LOC,'What state does Charles Robb represent '
ENTY,'What Kennedy was married to Ethel '
DESC,'How do you ask a total stranger out on a date '
ABBR,'What is IOC an abbreviation of '
NUM,'When did CNN go on the air '
ENTY,'What is a softball made of '
DESC,'What is Black Hills '
NUM,'How many times a year does the American Gourd Society publish The Gourd '
ENTY,'What are the two languages of Malta '
ENTY,'In what film did Steven Spielberg s dog star as the main character s dog '
DESC,'What are Cushman and Wakefield known for '
ENTY,'What do bicornate animals have two of '
NUM,'What month '
ENTY,'Which medium is Hamblen the first singing cowboy in '
NUM,'How many rows of whiskers does a cat have '
ENTY,'What are John C. Calhoun and Henry Clay known as '
NUM,'What is the frequency of VHF '
NUM,'What is the chemical reactivity of helium '
ENTY,'Who was the first animal into space '
LOC,'What are the ten safest American cities for pedestrians '
HUM,'What title does comedian Henry Youngman claim '
ENTY,'What color are seven of every 10 houses in the U.S. '
HUM,'Who found Hawaii '
NUM,'When was child labor abolished '
HUM,'What new middle school was built in Philadelphia '
LOC,'Where do hyenas live '
HUM,'Who are the top 10 richest people in the world '
DESC,'What is the classic definition of tragic hero '
ENTY,'What became the biggest cash crop in the U.S. in 1983 '
DESC,'What is the Lost Colony '
NUM,'When was the first successful heart transplant for a human '
DESC,'Why are there olives in martinis '
HUM,'Who is the Queen of Holland '
HUM,'Who is the voice of Miss Piggy '
LOC,'What African capital is named for a U.S. president '
LOC,'What New Hampshire hamlet rises early to vote first in U.S. presidential elections '
DESC,'What do Mormons believe '
ENTY,'What game does Garry Kasparov play '
ENTY,'In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children '
HUM,'Who invented baseball '
DESC,'What is the half-life of P-32 '
LOC,'What nation boarders Mozambique '
ENTY,'What do opposite faces of a die always add up to '
ENTY,'What s the green variety of beryl called '
DESC,'What does  saute  mean '
NUM,'What is the death toll of people dying from tuberculosis '
NUM,'How long would it take for a $ savings bond to mature '
ENTY,'What does a topophobic actor suffer from '
ENTY,'What would you add to the clay mixture to produce bone china '
NUM,'How long did it take Stanley to find Livingstone '
ENTY,'What soft drink first appeared in the Old Corner Drug Store in Waco '
HUM,'Who commanded the French forces at the Battle of Orleans '
NUM,'On average '
LOC,'What is the seafaring name for the southern tip of South America '
ENTY,'Which sex is twice as likely to contract leprosy '
DESC,'What does Choo Choo Charlie say '
ENTY,'What is the nickname of the Cleveland Indians '
ENTY,'What was cash-conscious Colonel Edwin L. Drake the first to drill '
LOC,'What direction do the best surfing beaches face '
HUM,'Who was the first American in space '
DESC,'What does Melissa mean '
HUM,'Who is Charles Lindbergh '
HUM,'What Texas surgeon performed the first artificial heart transplant '
HUM,'What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West '
ENTY,'What did brontosauruses eat '
NUM,'When was Richard Nixon born '
NUM,'How far is Yaroslavl from Moscow '
LOC,'What was Einstein s birthplace '
DESC,'What does the name Billie mean '
HUM,'What is Supergirl s secret identity '
DESC,'What are the short- and long-term effects of underage drinking '
NUM,'How many bends are there in a standard paper clip '
ENTY,'The Jewish alphabet is known as what '
ENTY,'Name four comic strips about pilots .'
DESC,'What exactly is the purpose of the anteater '
HUM,'What is the best distance education university or college '
HUM,'Who invented the game Scrabble '
ENTY,'What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries '
NUM,'When is the Tulip Festival in Michigan '
ENTY,'What is a fear of food '
NUM,'How many people live in cities '
DESC,'What is Nitrox diving '
HUM,'Who is the superstar in rent-a-cars '
DESC,'How can you define time '
HUM,'What army was founded by William Booth and his wife Catherine '
LOC,'Where on the Internet can I find information on laundry detergent '
NUM,'What year did Germany sign its nonaggression pact with the Soviet Union '
ENTY,'What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with '
DESC,'What s the meaning of the zoological term ruminant '
NUM,'How many referees work a soccer game '
HUM,'What was the role of the Medieval Guild '
DESC,'How can I get in touch with Michael Moore of  Roger & Me  '
DESC,'What is a Certified Nurse Midwife '
NUM,'When did the art of quilting begin '
DESC,'What is the meaning of thalassemia '
ENTY,'What astronomical phenomenon takes place in Jan. 1999 '
ENTY,'What relative of the racoon is sometimes known as the cat-bear '
DESC,'What is the origin of the word '
DESC,'What are amaretto biscuits '
NUM,'How many teats does a female goat sport '
DESC,'What is an isthmus '
DESC,'What is the origin of thank you notes '
HUM,'What mustachioed comedian portrayed Frankie in North to Alaska '
ENTY,'What s the second-lightest element '
